"product_id","product_name","category_id","category_name","description","revenue","cogs","profit_margin","low_margin_flag"
225,"Gigabyte GA-Z270X-Gaming 9",4,"Mother Board","CPU:LGA1151,Form Factor:EATX,RAM Slots:4,Max RAM:64GB","69045.26","52066.85","24.5903","Not Low"
28,"Supermicro X9SRH-7TF",4,"Mother Board","CPU:LGA2011,Form Factor:ATX,RAM Slots:8,Max RAM:64GB","71038.52","60922.72","14.2399","Low"
273,"Western Digital WD101KRYZ",5,"Storage","Series:Gold,Type:7200RPM,Capacity:10TB,Cache:256MB","100706.28","71268.92","29.2309","Not Low"
171,"ASRock Fatal1ty X299 Professional Gaming i9",4,"Mother Board","CPU:LGA2066,Form Factor:ATX,RAM Slots:8,Max RAM:128GB","34468.20","25875.00","24.9308","Not Low"
213,"Intel Xeon E5-2643 V3 (OEM/Tray)",1,"CPU","Speed:3.4GHz,Cores:6,TDP:135W","442457.96","381177.37","13.8500","Low"
18,"Crucial",5,"Storage","Speed:DDR4-2400,Type:288-pin DIMM,CAS:17Module:1x64GBSize:64GB","203745.00","154030.20","24.4005","Not Low"
233,"SanDisk SDSSDA-120G-G26",5,"Storage","Series:SSD PLUS,Type:SSD,Capacity:120GB,Cache:N/A","9418.43","8273.90","12.1520","Low"
189,"Asus X99-E-10G WS",4,"Mother Board","CPU:LGA2011-3,Form Factor:SSI CEB,RAM Slots:8,Max RAM:128GB","94754.00","84974.92","10.3205","Low"
116,"G.Skill Trident Z",5,"Storage","Speed:DDR4-3400,Type:288-pin DIMM,CAS:16Module:4x16GBSize:64GB","135418.15","104597.15","22.7599","Not Low"
120,"Intel Core 2 Extreme QX9775",1,"CPU","Speed:3.2GHz,Cores:4,TDP:150W","28544.00","23605.76","17.3004","Not Low"
85,"Intel Xeon E5-2660 V3 (OEM/Tray)",1,"CPU","Speed:2.6GHz,Cores:10,TDP:105W","293247.70","207501.40","29.2402","Not Low"
286,"Samsung MZ-V6E500",5,"Storage","Series:960 EVO,Type:SSD,Capacity:500GB,Cache:512MB","8424.00","7546.32","10.4188","Low"
217,"ASRock C2750D4I",4,"Mother Board","CPU:Atom C2750,Form Factor:Mini ITX,RAM Slots:4,Max RAM:64GB","26932.66","22749.85","15.5306","Not Low"
169,"Intel Xeon E5-2683 V4 (OEM/Tray)",1,"CPU","Speed:2.1GHz,Cores:16,TDP:120W","503654.97","373963.59","25.7500","Not Low"
160,"Intel Xeon E5-2690 V3",1,"CPU","Speed:2.6GHz,Cores:12,TDP:135W","57261.90","46210.50","19.2997","Not Low"
192,"Asus Rampage V Edition 10",4,"Mother Board","CPU:LGA2011-3,Form Factor:EATX,RAM Slots:8,Max RAM:128GB","83718.39","72852.50","12.9791","Low"
76,"Intel Xeon E5-2630 V3",1,"CPU","Speed:2.4GHz,Cores:8,TDP:85W","107728.29","85493.16","20.6400","Not Low"
143,"Asus Z10PE-D16",4,"Mother Board","CPU:LGA2011-3 Narrow x 2,Form Factor:SSI EEB,RAM Slots:16,Max RAM:1TB","68508.30","49861.00","27.2190","Not Low"
121,"G.Skill Ripjaws V Series",5,"Storage","Speed:DDR4-3200,Type:288-pin DIMM,CAS:14Module:8x8GBSize:64GB","194937.30","162869.40","16.4504","Not Low"
174,"MSI GTX 1080 TI AERO 11G OC",2,"Video Card","Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.51GHz","290566.64","260522.08","10.3400","Low"
136,"AMD Opteron 6378",1,"CPU","Speed:2.4GHz,Cores:16,TDP:115W","137280.34","108218.72","21.1695","Not Low"
16,"Intel Core i7-6900K",1,"CPU","Speed:3.2GHz,Cores:8,TDP:140W","120135.15","107040.15","10.9002","Low"
119,"Intel Xeon E5-2640 V3",1,"CPU","Speed:2.6GHz,Cores:8,TDP:90W","126898.59","94221.84","25.7503","Not Low"
84,"Asus X99-DELUXE/U3.1",4,"Mother Board","CPU:LGA2011-3,Form Factor:ATX,RAM Slots:8,Max RAM:64GB","63403.20","47862.72","24.5106","Not Low"
12,"Gigabyte GV-N108TAORUSX W-11GD",2,"Video Card","Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.63GHz","84972.94","61393.15","27.7498","Not Low"
31,"Supermicro MBD-X10DAX",4,"Mother Board","CPU:LGA2011-3 x 2,Form Factor:EATX,RAM Slots:16,Max RAM:","58571.04","50851.68","13.1795","Low"
44,"Seagate ST1000DM010",5,"Storage","Series:BarraCuda,Type:7200RPM,Capacity:1TB,Cache:64MB","2715.35","2319.90","14.5635","Low"
260,"Crucial CT1050MX300SSD1",5,"Storage","Series:MX300,Type:SSD,Capacity:1.1TB,Cache:N/A","19027.29","13668.92","28.1615","Not Low"
102,"Intel Xeon E5-2687W V4",1,"CPU","Speed:3.0GHz,Cores:12,TDP:160W","678173.08","572311.56","15.6098","Not Low"
132,"Intel Core i7-5930K",1,"CPU","Speed:3.5GHz,Cores:6,TDP:140W","42734.23","37080.12","13.2309","Low"
110,"ATI FirePro W9000",2,"Video Card","Chipset:FirePro W9000,Memory:6GBCore Clock:975MHz","654558.85","571037.75","12.7599","Low"
1,"G.Skill Ripjaws V Series",5,"Storage","Speed:DDR4-3000,Type:288-pin DIMM,CAS:15Module:8x8GBSize:64GB","206398.78","145015.92","29.7399","Not Low"
11,"PNY VCQP5000-PB",2,"Video Card","Chipset:Quadro P5000,Memory:16GBCore Clock:1.61GHz","362719.80","288397.80","20.4902","Not Low"
54,"Intel Xeon E5-1660 V3 (OEM/Tray)",1,"CPU","Speed:3.0GHz,Cores:8,TDP:140W","47939.53","42982.44","10.3403","Low"
265,"G.Skill Trident Z",5,"Storage","Speed:DDR4-3200,Type:288-pin DIMM,CAS:14Module:8x16GBSize:128GB","378045.36","307161.36","18.7501","Not Low"
63,"Asus RAMPAGE V EXTREME",4,"Mother Board","CPU:LGA2011-3,Form Factor:EATX,RAM Slots:8,Max RAM:64GB","164439.52","131733.00","19.8897","Not Low"
182,"PNY VCQK4200-PB",2,"Video Card","Chipset:Quadro K4200,Memory:4GBCore Clock:771MHz","90239.55","75909.75","15.8797","Not Low"
71,"Intel Core i7-3930K",1,"CPU","Speed:3.2GHz,Cores:6,TDP:130W","146520.00","113069.04","22.8303","Not Low"
74,"Intel Xeon E5-2680 V2",1,"CPU","Speed:2.8GHz,Cores:10,TDP:115W","30183.85","24415.83","19.1096","Not Low"
280,"Western Digital WDS500G1B0B",5,"Storage","Series:Blue,Type:SSD,Capacity:500GB,Cache:N/A","22631.88","16140.39","28.6829","Not Low"
68,"Crucial",5,"Storage","Speed:DDR4-2133,Type:288-pin DIMM,CAS:15Module:4x16GBSize:64GB","198422.49","152843.67","22.9706","Not Low"
79,"Corsair Dominator Platinum",5,"Storage","Speed:DDR4-2666,Type:288-pin DIMM,CAS:15Module:8x8GBSize:64GB","83818.73","68279.01","18.5397","Not Low"
247,"Asus TUF X299 MARK 1",4,"Mother Board","CPU:LGA2066,Form Factor:ATX,RAM Slots:8,Max RAM:128GB","65958.06","46783.10","29.0714","Not Low"
131,"Samsung MZ-V6P512BW",5,"Storage","Series:960 PRO,Type:SSD,Capacity:512GB,Cache:512MB","41158.53","32926.53","20.0007","Not Low"
62,"Intel DP35DPM",4,"Mother Board","CPU:LGA775,Form Factor:ATX,RAM Slots:4,Max RAM:8GB","296171.25","234832.50","20.7106","Not Low"
96,"SanDisk SDSSDHII-480G-G25",5,"Storage","Series:Ultra II,Type:SSD,Capacity:480GB,Cache:N/A","32983.48","23910.46","27.5078","Not Low"
231,"Samsung MZ-V6E1T0",5,"Storage","Series:960 EVO,Type:SSD,Capacity:1TB,Cache:1000MB","39149.13","31151.22","20.4293","Not Low"
258,"PNY SSD7CS1311-120-RB",5,"Storage","Series:CS1311,Type:SSD,Capacity:120GB,Cache:N/A","29163.94","25446.77","12.7458","Low"
13,"G.Skill Ripjaws V Series",5,"Storage","Speed:DDR4-3333,Type:288-pin DIMM,CAS:16Module:4x16GBSize:64GB","150162.87","131768.19","12.2498","Low"
287,"MSI X99A XPOWER GAMING TITANIUM",4,"Mother Board","CPU:LGA2011-3,Form Factor:EATX,RAM Slots:8,Max RAM:128GB","130016.06","101348.62","22.0492","Not Low"
118,"Corsair Dominator Platinum",5,"Storage","Speed:DDR4-2800,Type:288-pin DIMM,CAS:15Module:8x8GBSize:64GB","99384.38","82141.32","17.3499","Not Low"
259,"PNY SSD9SC240GMDA-RB",5,"Storage","Series:XLR8,Type:SSD,Capacity:240GB,Cache:N/A","8556.32","6190.40","27.6511","Not Low"
191,"Asus ROG MAXIMUS IX EXTREME",4,"Mother Board","CPU:LGA1151,Form Factor:EATX,RAM Slots:4,Max RAM:64GB","23533.59","19716.49","16.2198","Not Low"
152,"Gigabyte X299 AORUS Gaming 3",4,"Mother Board","CPU:LGA2066,Form Factor:ATX,RAM Slots:8,Max RAM:128GB","50014.44","40491.44","19.0405","Not Low"
