"yearly_orders","product_id","product_name","category_id","category_name","description","revenue","cogs","profit_margin","low_margin_flag"
"2016-01-01",192,"Asus Rampage V Edition 10",4,"Mother Board","CPU:LGA2011-3,Form Factor:EATX,RAM Slots:8,Max RAM:128GB","64478.76","56110.00","12.9791","Not Low"
"2016-01-01",196,"Corsair Vengeance LPX",5,"Storage","Speed:DDR4-2133,Type:288-pin DIMM,CAS:15Module:8x16GBSize:128GB","135298.77","101094.93","25.2802","Not Low"
"2016-01-01",199,"Intel Xeon E5-2630 V4",1,"CPU","Speed:2.2GHz,Cores:10,TDP:85W","39527.39","32265.95","18.3707","Not Low"
"2016-01-01",200,"Intel Core i7-4790K",1,"CPU","Speed:4.0GHz,Cores:4,TDP:88W","128536.65","95617.44","25.6108","Not Low"
"2016-01-01",202,"G.Skill Trident Z",5,"Storage","Speed:DDR4-3200,Type:288-pin DIMM,CAS:14Module:4x16GBSize:64GB","74254.96","55453.84","25.3197","Not Low"
"2016-01-01",204,"G.Skill Ripjaws V Series",5,"Storage","Speed:DDR4-3200,Type:288-pin DIMM,CAS:15Module:4x16GBSize:64GB","94804.62","75436.32","20.4297","Not Low"
"2016-01-01",208,"Samsung MZ-V6P2T0BW",5,"Storage","Series:960 Pro,Type:SSD,Capacity:2TB,Cache:2GB","247197.94","173062.66","29.9902","Not Low"
"2016-01-01",209,"Intel Core i7-990X Extreme Edition",1,"CPU","Speed:3.47GHz,Cores:6,TDP:130W","95999.20","85823.20","10.6001","Low"
"2016-01-01",210,"Intel Core i9-7900X",1,"CPU","Speed:3.3GHz,Cores:10,TDP:140W","120508.83","100130.94","16.9099","Not Low"
"2016-01-01",211,"Intel Xeon E5-2650",1,"CPU","Speed:2.0GHz,Cores:8,TDP:95W","223647.90","182496.30","18.4002","Not Low"
"2016-01-01",213,"Intel Xeon E5-2643 V3 (OEM/Tray)",1,"CPU","Speed:3.4GHz,Cores:6,TDP:135W","442457.96","381177.37","13.8500","Not Low"
"2016-01-01",225,"Gigabyte GA-Z270X-Gaming 9",4,"Mother Board","CPU:LGA1151,Form Factor:EATX,RAM Slots:4,Max RAM:64GB","69045.26","52066.85","24.5903","Not Low"
"2016-01-01",226,"Asus PRIME X299-A",4,"Mother Board","CPU:LGA2066,Form Factor:ATX,RAM Slots:8,Max RAM:128GB","17661.45","15649.92","11.3894","Low"
"2016-01-01",227,"Gigabyte GA-X99-UD5 WIFI",4,"Mother Board","CPU:LGA2011-3,Form Factor:EATX,RAM Slots:8,Max RAM:64GB","18605.00","13287.63","28.5803","Not Low"
"2016-01-01",233,"SanDisk SDSSDA-120G-G26",5,"Storage","Series:SSD PLUS,Type:SSD,Capacity:120GB,Cache:N/A","5159.14","4532.20","12.1520","Not Low"
"2016-01-01",235,"Hitachi A7K1000-1000",5,"Storage","Series:Ultrastar,Type:7200RPM,Capacity:1TB,Cache:32MB","7054.32","5029.92","28.6973","Not Low"
"2016-01-01",236,"MSI GTX 980 Ti Gaming 6G",2,"Video Card","Chipset:GeForce GTX 980 Ti,Memory:6GBCore Clock:1.18GHz","84966.48","61557.72","27.5506","Not Low"
"2016-01-01",239,"MSI GTX 1080 Ti DUKE 11G OC",2,"Video Card","Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.53GHz","88058.81","66053.33","24.9895","Not Low"
"2016-01-01",240,"Intel Core i7-4960X Extreme Edition",1,"CPU","Speed:3.6GHz,Cores:6,TDP:130W","144477.60","119714.40","17.1398","Not Low"
"2016-01-01",241,"Intel Xeon E5-2699 V4 (OEM/Tray)",1,"CPU","Speed:2.2GHz,Cores:22,TDP:145W","456560.00","399261.20","12.5501","Not Low"
"2016-01-01",245,"ATI FirePro S9050",2,"Video Card","Chipset:FirePro S9050,Memory:12GBCore Clock:900MHz","438342.00","319156.32","27.1901","Not Low"
"2016-01-01",247,"Asus TUF X299 MARK 1",4,"Mother Board","CPU:LGA2066,Form Factor:ATX,RAM Slots:8,Max RAM:128GB","50658.51","35931.35","29.0714","Not Low"
"2016-01-01",251,"MSI X299 GAMING PRO CARBON AC",4,"Mother Board","CPU:LGA2066,Form Factor:ATX,RAM Slots:8,Max RAM:128GB","10134.30","7164.00","29.3094","Not Low"
"2016-01-01",254,"Samsung MZ-7KE256BW",5,"Storage","Series:850 Pro Series,Type:SSD,Capacity:256GB,Cache:N/A","14518.79","11759.99","19.0016","Not Low"
"2016-01-01",256,"Western Digital WD5000AACS",5,"Storage","Series:Caviar Green,Type:5400RPM,Capacity:500GB,Cache:16MB","2294.15","1711.90","25.3798","Not Low"
"2016-01-01",257,"SanDisk SDSSDHII-240G-G25",5,"Storage","Series:Ultra II,Type:SSD,Capacity:240GB,Cache:N/A","5946.50","5137.30","13.6080","Not Low"
"2016-01-01",259,"PNY SSD9SC240GMDA-RB",5,"Storage","Series:XLR8,Type:SSD,Capacity:240GB,Cache:N/A","8556.32","6190.40","27.6511","Not Low"
"2016-01-01",260,"Crucial CT1050MX300SSD1",5,"Storage","Series:MX300,Type:SSD,Capacity:1.1TB,Cache:N/A","9111.66","6545.68","28.1615","Not Low"
"2016-01-01",261,"G.Skill TridentZ RGB",5,"Storage","Speed:DDR4-3200,Type:288-pin DIMM,CAS:14Module:8x16GBSize:128GB","159528.94","141007.56","11.6100","Low"
"2016-01-01",264,"Samsung MZ-75E120B/AM",5,"Storage","Series:850 EVO-Series,Type:SSD,Capacity:120GB,Cache:N/A","3114.65","2604.35","16.3839","Not Low"
"2016-01-01",265,"G.Skill Trident Z",5,"Storage","Speed:DDR4-3200,Type:288-pin DIMM,CAS:14Module:8x16GBSize:128GB","75895.47","61664.97","18.7501","Not Low"
"2016-01-01",271,"MSI X99A GODLIKE GAMING CARBON",4,"Mother Board","CPU:LGA2011-3,Form Factor:EATX,RAM Slots:8,Max RAM:128GB","37921.71","28635.00","24.4892","Not Low"
"2016-01-01",273,"Western Digital WD101KRYZ",5,"Storage","Series:Gold,Type:7200RPM,Capacity:10TB,Cache:256MB","64327.80","45524.20","29.2309","Not Low"
"2016-01-01",276,"Corsair Vengeance LPX",5,"Storage","Speed:DDR4-2666,Type:288-pin DIMM,CAS:15Module:8x16GBSize:128GB","115235.01","85884.48","25.4702","Not Low"
"2016-01-01",279,"G.Skill Ripjaws V Series",5,"Storage","Speed:DDR4-3000,Type:288-pin DIMM,CAS:14Module:8x16GBSize:128GB","93648.29","80930.77","13.5801","Not Low"
"2016-01-01",282,"Corsair Dominator Platinum",5,"Storage","Speed:DDR4-3200,Type:288-pin DIMM,CAS:15Module:8x8GBSize:64GB","94183.83","81958.50","12.9803","Not Low"
"2016-01-01",284,"Kingston SA400S37/120G",5,"Storage","Series:A400,Type:SSD,Capacity:120GB,Cache:N/A","7588.62","5606.94","26.1138","Not Low"
"2016-01-01",285,"Samsung MZ-75E1T0B/AM",5,"Storage","Series:850 EVO-Series,Type:SSD,Capacity:1TB,Cache:N/A","49298.55","37733.35","23.4595","Not Low"
"2016-01-01",286,"Samsung MZ-V6E500",5,"Storage","Series:960 EVO,Type:SSD,Capacity:500GB,Cache:512MB","8424.00","7546.32","10.4188","Low"
"2017-01-01",1,"G.Skill Ripjaws V Series",5,"Storage","Speed:DDR4-3000,Type:288-pin DIMM,CAS:15Module:8x8GBSize:64GB","27562.57","19365.48","29.7399","Not Low"
"2017-01-01",2,"Intel Xeon E5-2697 V4",1,"CPU","Speed:2.3GHz,Cores:18,TDP:145W","252944.01","212295.60","16.0701","Not Low"
"2017-01-01",3,"Corsair CB-9060011-WW",2,"Video Card","Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.57GHz","80798.99","57924.51","28.3104","Not Low"
"2017-01-01",4,"AMD 100-505989",2,"Video Card","Chipset:FirePro W9100,Memory:32GBCore Clock:930MHz","521098.07","410833.31","21.1601","Not Low"
"2017-01-01",6,"Zotac ZT-P10810A-10P",2,"Video Card","Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.48GHz","108798.72","89900.80","17.3696","Not Low"
"2017-01-01",7,"G.Skill Ripjaws V Series",5,"Storage","Speed:DDR4-3200,Type:288-pin DIMM,CAS:15Module:8x8GBSize:64GB","25877.62","22891.20","11.5406","Low"
"2017-01-01",10,"Crucial",5,"Storage","Speed:DDR4-2133,Type:288-pin DIMM,CAS:15Module:2x16GBSize:32GB","124234.47","88790.49","28.5299","Not Low"
"2017-01-01",11,"PNY VCQP5000-PB",2,"Video Card","Chipset:Quadro P5000,Memory:16GBCore Clock:1.61GHz","213601.66","169834.26","20.4902","Not Low"
"2017-01-01",12,"Gigabyte GV-N108TAORUSX W-11GD",2,"Video Card","Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.63GHz","84972.94","61393.15","27.7498","Not Low"
"2017-01-01",13,"G.Skill Ripjaws V Series",5,"Storage","Speed:DDR4-3333,Type:288-pin DIMM,CAS:16Module:4x16GBSize:64GB","150162.87","131768.19","12.2498","Not Low"
"2017-01-01",14,"G.Skill Ripjaws V Series",5,"Storage","Speed:DDR4-3333,Type:288-pin DIMM,CAS:16Module:4x16GBSize:64GB","33839.52","30415.20","10.1193","Low"
"2017-01-01",16,"Intel Core i7-6900K",1,"CPU","Speed:3.2GHz,Cores:8,TDP:140W","120135.15","107040.15","10.9002","Low"
"2017-01-01",17,"Corsair Vengeance LPX",5,"Storage","Speed:DDR4-3333,Type:288-pin DIMM,CAS:15Module:4x16GBSize:64GB","100657.44","85740.48","14.8195","Not Low"
"2017-01-01",18,"Crucial",5,"Storage","Speed:DDR4-2400,Type:288-pin DIMM,CAS:17Module:1x64GBSize:64GB","32759.00","24765.64","24.4005","Not Low"
"2017-01-01",19,"Intel Core i7-6950X (OEM/Tray)",1,"CPU","Speed:3.0GHz,Cores:10,TDP:140W","248838.02","216015.76","13.1902","Not Low"
"2017-01-01",20,"Corsair Dominator Platinum",5,"Storage","Speed:DDR4-3200,Type:288-pin DIMM,CAS:15Module:4x16GBSize:64GB","24479.66","20962.02","14.3696","Not Low"
"2017-01-01",21,"Corsair Dominator Platinum",5,"Storage","Speed:DDR4-3466,Type:288-pin DIMM,CAS:16Module:4x16GBSize:64GB","23249.69","18906.59","18.6802","Not Low"
"2017-01-01",24,"Seagate ST2000DM006",5,"Storage","Series:Barracuda,Type:7200RPM,Capacity:2TB,Cache:64MB","12909.77","9250.49","28.3450","Not Low"
"2017-01-01",25,"Samsung MZ-75E250B/AM",5,"Storage","Series:850 EVO-Series,Type:SSD,Capacity:250GB,Cache:N/A","14788.08","12405.18","16.1137","Not Low"
"2017-01-01",27,"Intel Core i7-3960X Extreme Edition",1,"CPU","Speed:3.3GHz,Cores:6,TDP:130W","73668.08","52753.72","28.3900","Not Low"
"2017-01-01",28,"Supermicro X9SRH-7TF",4,"Mother Board","CPU:LGA2011,Form Factor:ATX,RAM Slots:8,Max RAM:64GB","30239.37","25933.32","14.2399","Not Low"
"2017-01-01",30,"G.Skill Ripjaws V Series",5,"Storage","Speed:DDR4-2800,Type:288-pin DIMM,CAS:14Module:4x16GBSize:64GB","116136.00","81457.20","29.8605","Not Low"
"2017-01-01",31,"Supermicro MBD-X10DAX",4,"Mother Board","CPU:LGA2011-3 x 2,Form Factor:EATX,RAM Slots:16,Max RAM:","13311.60","11557.20","13.1795","Not Low"
"2017-01-01",33,"ADATA ASU800SS-128GT-C",5,"Storage","Series:Ultimate SU800,Type:SSD,Capacity:128GB,Cache:N/A","7528.95","5402.54","28.2431","Not Low"
"2017-01-01",35,"Corsair Dominator Platinum",5,"Storage","Speed:DDR4-2800,Type:288-pin DIMM,CAS:15Module:8x16GBSize:128GB","197248.50","169752.00","13.9400","Not Low"
"2017-01-01",36,"Corsair Vengeance LPX",5,"Storage","Speed:DDR4-3000,Type:288-pin DIMM,CAS:15Module:8x16GBSize:128GB","197598.48","138772.96","29.7702","Not Low"
"2017-01-01",41,"MSI Z170 Krait Gaming",4,"Mother Board","CPU:LGA1151,Form Factor:ATX,RAM Slots:4,Max RAM:64GB","23391.42","18063.24","22.7784","Not Low"
"2017-01-01",43,"Asus MAXIMUS IX CODE",4,"Mother Board","CPU:LGA1151,Form Factor:ATX,RAM Slots:4,Max RAM:64GB","20330.64","18098.20","10.9807","Low"
"2017-01-01",45,"Intel Xeon E5-2685 V3 (OEM/Tray)",1,"CPU","Speed:2.6GHz,Cores:12,TDP:120W","120081.12","96581.28","19.5700","Not Low"
"2017-01-01",48,"AMD FirePro S7000",2,"Video Card","Chipset:FirePro S7000,Memory:4GBCore Clock:950MHz","115757.50","88959.90","23.1498","Not Low"
"2017-01-01",51,"Intel Xeon E5-2695 V4",1,"CPU","Speed:2.1GHz,Cores:18,TDP:120W","494857.82","388116.30","21.5701","Not Low"
"2017-01-01",55,"Crucial CT525MX300SSD4",5,"Storage","Series:MX300,Type:SSD,Capacity:525GB,Cache:N/A","37294.53","30114.24","19.2529","Not Low"
"2017-01-01",56,"Western Digital WD2500AAJS",5,"Storage","Series:Caviar Blue,Type:7200RPM,Capacity:250GB,Cache:8MB","1104.35","989.95","10.3590","Low"
"2017-01-01",58,"Gigabyte GV-N108TAORUS X-11GD",2,"Video Card","Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.61GHz","57303.54","50249.55","12.3099","Not Low"
"2017-01-01",62,"Intel DP35DPM",4,"Mother Board","CPU:LGA775,Form Factor:ATX,RAM Slots:4,Max RAM:8GB","66342.36","52602.48","20.7106","Not Low"
"2017-01-01",64,"Supermicro H8DG6-F",4,"Mother Board","CPU:G34 x 2,Form Factor:EATX,RAM Slots:16,Max RAM:512GB","24195.54","19165.44","20.7894","Not Low"
"2017-01-01",66,"Gigabyte X299 AORUS Gaming 7",4,"Mother Board","CPU:LGA2066,Form Factor:ATX,RAM Slots:8,Max RAM:128GB","91997.70","65299.30","29.0207","Not Low"
"2017-01-01",67,"Kingston HyperX Beast",5,"Storage","Speed:DDR3-1866,Type:240-pin DIMM,CAS:10Module:8x8GBSize:64GB","111333.45","91449.39","17.8599","Not Low"
"2017-01-01",68,"Crucial",5,"Storage","Speed:DDR4-2133,Type:288-pin DIMM,CAS:15Module:4x16GBSize:64GB","67417.68","51931.44","22.9706","Not Low"
"2017-01-01",69,"Intel Core i7-7820X",1,"CPU","Speed:3.6GHz,Cores:8,TDP:140W","58372.50","43954.60","24.6998","Not Low"
"2017-01-01",71,"Intel Core i7-3930K",1,"CPU","Speed:3.2GHz,Cores:6,TDP:130W","57420.00","44310.84","22.8303","Not Low"
"2017-01-01",72,"Intel Xeon E5-2630 V3 (OEM/Tray)",1,"CPU","Speed:2.4GHz,Cores:8,TDP:85W","50739.14","36283.40","28.4903","Not Low"
"2017-01-01",73,"Intel Core i7-4770K",1,"CPU","Speed:3.5GHz,Cores:4,TDP:84W","107066.00","95696.10","10.6195","Low"
"2017-01-01",74,"Intel Xeon E5-2680 V2",1,"CPU","Speed:2.8GHz,Cores:10,TDP:115W","30183.85","24415.83","19.1096","Not Low"
"2017-01-01",76,"Intel Xeon E5-2630 V3",1,"CPU","Speed:2.4GHz,Cores:8,TDP:85W","39059.38","30997.52","20.6400","Not Low"
"2017-01-01",80,"Intel Xeon E5-1650 V3",1,"CPU","Speed:3.5GHz,Cores:6,TDP:140W","75130.37","53169.41","29.2305","Not Low"
"2017-01-01",82,"Intel Core i7-6950X",1,"CPU","Speed:3.0GHz,Cores:10,TDP:140W","92993.18","65281.04","29.8002","Not Low"
"2017-01-01",83,"Asus STRIX-GTX1080TI-O11G-GAMING",2,"Video Card","Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.57GHz","97938.82","81553.34","16.7303","Not Low"
"2017-01-01",84,"Asus X99-DELUXE/U3.1",4,"Mother Board","CPU:LGA2011-3,Form Factor:ATX,RAM Slots:8,Max RAM:64GB","43149.40","32573.24","24.5106","Not Low"
"2017-01-01",85,"Intel Xeon E5-2660 V3 (OEM/Tray)",1,"CPU","Speed:2.6GHz,Cores:10,TDP:105W","188698.52","133522.64","29.2402","Not Low"
"2017-01-01",87,"PNY VCGGTX1080T11XGPB-OC",2,"Video Card","Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.53GHz","69919.08","55284.64","20.9305","Not Low"
"2017-01-01",89,"PNY VCGGTX780T3XPB-OC",2,"Video Card","Chipset:GeForce GTX 780 Ti,Memory:3GBCore Clock:980MHz","99748.67","78751.96","21.0496","Not Low"
"2017-01-01",92,"Intel Xeon E5-2643 V2 (OEM/Tray)",1,"CPU","Speed:3.5GHz,Cores:6,TDP:130W","275000.00","242522.50","11.8100","Low"
"2017-01-01",93,"Intel Xeon E5-2690 (OEM/Tray)",1,"CPU","Speed:2.9GHz,Cores:8,TDP:135W","279407.04","249259.56","10.7898","Low"
"2017-01-01",95,"Western Digital WDS256G1X0C",5,"Storage","Series:Black PCIe,Type:SSD,Capacity:256GB,Cache:N/A","27827.47","21725.11","21.9293","Not Low"
"2017-01-01",98,"Intel Xeon E5-2687W V3",1,"CPU","Speed:3.1GHz,Cores:10,TDP:160W","307683.51","265439.03","13.7298","Not Low"
"2017-01-01",99,"Seagate ST1000DX002",5,"Storage","Series:FireCuda,Type:Hybrid,Capacity:1TB,Cache:64MB","8371.38","6815.43","18.5865","Not Low"
"2017-01-01",100,"Crucial CT275MX300SSD1",5,"Storage","Series:MX300,Type:SSD,Capacity:275GB,Cache:N/A","16639.60","13465.70","19.0744","Not Low"
"2017-01-01",101,"Kingston HyperX Predator",5,"Storage","Speed:DDR4-3000,Type:288-pin DIMM,CAS:15Module:4x16GBSize:64GB","150093.64","111340.08","25.8196","Not Low"
"2017-01-01",102,"Intel Xeon E5-2687W V4",1,"CPU","Speed:3.0GHz,Cores:12,TDP:160W","506587.12","427509.84","15.6098","Not Low"
"2017-01-01",104,"SanDisk SDSSDA-240G-G26",5,"Storage","Series:SSD PLUS,Type:SSD,Capacity:240GB,Cache:N/A","8136.36","5926.70","27.1578","Not Low"
"2017-01-01",106,"Intel Xeon E5-2640 V2",1,"CPU","Speed:2.0GHz,Cores:8,TDP:95W","94996.20","85049.64","10.4705","Low"
"2017-01-01",107,"Kingston",5,"Storage","Speed:DDR3-1600,Type:240-pin DIMM,CAS:11Module:4x16GBSize:64GB","72128.00","53108.16","26.3696","Not Low"
"2017-01-01",108,"MSI GAMING",2,"Video Card","Chipset:GeForce GTX 780 Ti,Memory:3GBCore Clock:1.02GHz","118148.61","104692.02","11.3895","Low"
"2017-01-01",109,"G.Skill Trident Z",5,"Storage","Speed:DDR4-3200,Type:288-pin DIMM,CAS:14Module:4x16GBSize:64GB","65687.08","53843.92","18.0297","Not Low"
"2017-01-01",113,"G.Skill Trident Z",5,"Storage","Speed:DDR4-3200,Type:288-pin DIMM,CAS:15Module:4x16GBSize:64GB","22559.68","18566.72","17.6995","Not Low"
"2017-01-01",114,"Zotac ZT-70203-10P",2,"Video Card","Chipset:GeForce GTX 780,Memory:3GBCore Clock:1.01GHz","32824.40","23216.80","29.2697","Not Low"
"2017-01-01",115,"Corsair Vengeance LPX",5,"Storage","Speed:DDR4-3200,Type:288-pin DIMM,CAS:15Module:8x8GBSize:64GB","36399.48","29417.96","19.1803","Not Low"
"2017-01-01",118,"Corsair Dominator Platinum",5,"Storage","Speed:DDR4-2800,Type:288-pin DIMM,CAS:15Module:8x8GBSize:64GB","25895.93","21403.02","17.3499","Not Low"
"2017-01-01",124,"Intel Xeon E5-1650 V4 (OEM/Tray)",1,"CPU","Speed:3.6GHz,Cores:6,TDP:140W","69613.83","53017.38","23.8407","Not Low"
"2017-01-01",125,"G.Skill Trident Z",5,"Storage","Speed:DDR4-3600,Type:288-pin DIMM,CAS:17Module:4x16GBSize:64GB","56136.27","43364.92","22.7506","Not Low"
"2017-01-01",126,"G.Skill Ripjaws V Series",5,"Storage","Speed:DDR4-3200,Type:288-pin DIMM,CAS:16Module:8x8GBSize:64GB","67303.95","53647.65","20.2905","Not Low"
"2017-01-01",127,"Corsair Dominator Platinum",5,"Storage","Speed:DDR4-3333,Type:288-pin DIMM,CAS:15Module:4x16GBSize:64GB","24479.66","18310.70","25.2004","Not Low"
"2017-01-01",129,"Corsair Vengeance LPX",5,"Storage","Speed:DDR4-3333,Type:288-pin DIMM,CAS:15Module:4x16GBSize:64GB","126418.28","104839.16","17.0696","Not Low"
"2017-01-01",132,"Intel Core i7-5930K",1,"CPU","Speed:3.5GHz,Cores:6,TDP:140W","42734.23","37080.12","13.2309","Not Low"
"2017-01-01",141,"Supermicro X11SSL-CF",4,"Mother Board","CPU:LGA1151,Form Factor:Micro ATX,RAM Slots:4,Max RAM:64GB","118437.18","89622.42","24.3292","Not Low"
"2017-01-01",142,"AMD FirePro W9100",2,"Video Card","Chipset:FirePro W9100,Memory:16GBCore Clock:930MHz","734728.05","608428.10","17.1900","Not Low"
"2017-01-01",145,"Asus VANGUARD B85",4,"Mother Board","CPU:LGA1150,Form Factor:Micro ATX,RAM Slots:4,Max RAM:32GB","16646.00","14969.80","10.0697","Low"
"2017-01-01",147,"EVGA Classified",4,"Mother Board","CPU:LGA2011-3,Form Factor:EATX,RAM Slots:8,Max RAM:128GB","28398.00","24062.00","15.2687","Not Low"
"2017-01-01",149,"ASRock X299 Taichi",4,"Mother Board","CPU:LGA2066,Form Factor:ATX,RAM Slots:8,Max RAM:128GB","14431.98","10932.36","24.2491","Not Low"
"2017-01-01",152,"Gigabyte X299 AORUS Gaming 3",4,"Mother Board","CPU:LGA2066,Form Factor:ATX,RAM Slots:8,Max RAM:128GB","12644.10","10236.60","19.0405","Not Low"
"2017-01-01",153,"Intel Xeon E5-2650 V2",1,"CPU","Speed:2.6GHz,Cores:8,TDP:95W","41217.00","31716.63","23.0496","Not Low"
"2017-01-01",154,"Intel Xeon E5-2650 V3",1,"CPU","Speed:2.3GHz,Cores:10,TDP:105W","80733.66","60744.21","24.7597","Not Low"
"2017-01-01",155,"Intel Xeon E5-2630 V2",1,"CPU","Speed:2.6GHz,Cores:6,TDP:80W","83630.90","70074.16","16.2102","Not Low"
"2017-01-01",163,"Intel Xeon E5-2683 V4",1,"CPU","Speed:2.1GHz,Cores:16,TDP:120W","254598.66","228731.30","10.1601","Low"
"2017-01-01",164,"Intel Xeon E5-2637 V2 (OEM/Tray)",1,"CPU","Speed:3.5GHz,Cores:4,TDP:130W","292300.00","209052.96","28.4800","Not Low"
"2017-01-01",166,"Intel Xeon E5-2680 V3 (OEM/Tray)",1,"CPU","Speed:2.5GHz,Cores:12,TDP:120W","168805.67","120189.67","28.8000","Not Low"
"2017-01-01",167,"Intel Xeon E5-2650L V3 (OEM/Tray)",1,"CPU","Speed:1.8GHz,Cores:12,TDP:65W","46481.16","35841.82","22.8896","Not Low"
"2017-01-01",168,"Seagate ST31000340NS - FFP",5,"Storage","Series:Barracuda ES,Type:7200RPM,Capacity:1TB,Cache:32MB","5982.64","4678.40","21.8004","Not Low"
"2017-01-01",170,"Asus X99-DELUXE II",4,"Mother Board","CPU:LGA2011-3,Form Factor:ATX,RAM Slots:8,Max RAM:128GB","11903.38","8969.23","24.6497","Not Low"
"2017-01-01",171,"ASRock Fatal1ty X299 Professional Gaming i9",4,"Mother Board","CPU:LGA2066,Form Factor:ATX,RAM Slots:8,Max RAM:128GB","34468.20","25875.00","24.9308","Not Low"
"2017-01-01",172,"ASRock EP2C612 WS",4,"Mother Board","CPU:LGA2011-3 x 2,Form Factor:SSI EEB,RAM Slots:8,Max RAM:","13264.13","11427.08","13.8498","Not Low"
"2017-01-01",177,"PNY VCQM5000-PB",2,"Video Card","Chipset:Quadro M5000,Memory:8GBCore Clock:861MHz","366077.92","263831.36","27.9303","Not Low"
"2017-01-01",178,"HP C2J95AT",2,"Video Card","Chipset:Quadro K5000,Memory:4GBCore Clock:706MHz","289984.05","248806.95","14.1998","Not Low"
"2017-01-01",179,"Asus SABERTOOTH X99",4,"Mother Board","CPU:LGA2011-3,Form Factor:ATX,RAM Slots:8,Max RAM:64GB","25951.61","20963.31","19.2215","Not Low"
"2017-01-01",181,"ATI FirePro R5000",2,"Video Card","Chipset:FirePro R5000,Memory:2GBCore Clock:825MHz","142998.57","108764.37","23.9402","Not Low"
"2017-01-01",184,"AMD 100-506061",2,"Video Card","Chipset:Vega Frontier Edition,Memory:16GBCore Clock:1.44GHz","87999.12","62215.12","29.3003","Not Low"
"2017-01-01",186,"PNY VCQK5200-PB",2,"Video Card","Chipset:Quadro K5200,Memory:8GBCore Clock:667MHz","211697.08","164890.94","22.1100","Not Low"
"2017-01-01",187,"Asus MAXIMUS VIII EXTREME/ASSEMBLY",4,"Mother Board","CPU:LGA1151,Form Factor:EATX,RAM Slots:4,Max RAM:64GB","74689.78","53469.51","28.4112","Not Low"
"2017-01-01",188,"Asus X99-E WS/USB 3.1",4,"Mother Board","CPU:LGA2011-3,Form Factor:SSI CEB,RAM Slots:8,Max RAM:128GB","38116.71","33882.31","11.1090","Low"
"2017-01-01",189,"Asus X99-E-10G WS",4,"Mother Board","CPU:LGA2011-3,Form Factor:SSI CEB,RAM Slots:8,Max RAM:128GB","94754.00","84974.92","10.3205","Low"
"2017-01-01",190,"Supermicro X10SDV-8C-TLN4F",4,"Mother Board","CPU:Xeon D-1541,Form Factor:Mini ITX,RAM Slots:4,Max RAM:64GB","186951.03","130865.13","30.0003","Not Low"
"2017-01-01",192,"Asus Rampage V Edition 10",4,"Mother Board","CPU:LGA2011-3,Form Factor:EATX,RAM Slots:8,Max RAM:128GB","19239.63","16742.50","12.9791","Not Low"
"2017-01-01",195,"G.Skill Ripjaws 4 Series",5,"Storage","Speed:DDR4-2400,Type:288-pin DIMM,CAS:14Module:8x16GBSize:128GB","79199.25","62702.25","20.8297","Not Low"
"2017-01-01",196,"Corsair Vengeance LPX",5,"Storage","Speed:DDR4-2133,Type:288-pin DIMM,CAS:15Module:8x16GBSize:128GB","137498.75","102738.75","25.2802","Not Low"
"2017-01-01",200,"Intel Core i7-4790K",1,"CPU","Speed:4.0GHz,Cores:4,TDP:88W","121085.25","90074.40","25.6108","Not Low"
"2017-01-01",201,"Kingston",5,"Storage","Speed:DDR3-1600,Type:240-pin DIMM,CAS:11Module:4x8GBSize:32GB","79727.00","69171.56","13.2395","Not Low"
"2017-01-01",203,"Kingston",5,"Storage","Speed:DDR3-1333,Type:240-pin DIMM,CAS:9Module:4x16GBSize:64GB","43639.70","36194.60","17.0604","Not Low"
"2017-01-01",204,"G.Skill Ripjaws V Series",5,"Storage","Speed:DDR4-3200,Type:288-pin DIMM,CAS:15Module:4x16GBSize:64GB","30914.55","24598.80","20.4297","Not Low"
"2017-01-01",205,"G.Skill Trident X",5,"Storage","Speed:DDR3-3100,Type:240-pin DIMM,CAS:12Module:2x4GBSize:8GB","69548.93","54283.24","21.9496","Not Low"
"2017-01-01",206,"PNY VCQM6000-24GB-PB",2,"Video Card","Chipset:Quadro M6000,Memory:24GBCore Clock:988MHz","550487.00","481345.62","12.5600","Not Low"
"2017-01-01",215,"PNY VCQP4000-PB",2,"Video Card","Chipset:Quadro P4000,Memory:8GBCore Clock:1.23GHz","29876.04","26064.00","12.7595","Not Low"
"2017-01-01",217,"ASRock C2750D4I",4,"Mother Board","CPU:Atom C2750,Form Factor:Mini ITX,RAM Slots:4,Max RAM:64GB","26932.66","22749.85","15.5306","Not Low"
"2017-01-01",218,"Intel Xeon E5-2660 V4",1,"CPU","Speed:2.0GHz,Cores:14,TDP:105W","318055.81","273432.87","14.0299","Not Low"
"2017-01-01",219,"Intel Xeon E5-2660 V3",1,"CPU","Speed:2.6GHz,Cores:10,TDP:105W","106577.86","85443.18","19.8303","Not Low"
